"HIT_scenarioID","HIT_healthclaim","HIT_likes","HIT_shares","HIT_profilepic","HIT_profession"

"79","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","0","CFD-BF-202-109-N.jpg","Professor"
"611","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-AF-238-185-N.jpg","Cook"
"378","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-AF-223-183-N.jpg","Nurse"
"622","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-AM-239-147-N.jpg","Nurse"
"534","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","3600","CFD-BF-251-211-N.jpg","Cook"
"499","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-WM-248-036-N.jpg","Cook"
"241","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"527","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"81","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-BF-202-109-N.jpg","Professor"
"315","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"496","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-WM-248-036-N.jpg","Cook"
"540","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-BF-251-211-N.jpg","Cook"
"620","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-AM-219-101-N.jpg","Professor"
"283","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-WM-248-036-N.jpg","Cook"
"359","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-BM-230-232-N.jpg","Cook"
"382","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"172","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-AF-238-185-N.jpg","Cook"
"91","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"169","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","0","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"156","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-AF-223-183-N.jpg","Nurse"
"422","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"444","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","3600","CFD-WF-221-005-N.jpg","Nurse"
"600","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","3600","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"273","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","3600","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"232","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-WF-221-005-N.jpg","Nurse"
"257","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-WM-258-125-N.jpg","Professor"
"505","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-BF-202-109-N.jpg","Professor"
"41","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","30","CFD-WM-258-125-N.jpg","Professor"
"461","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-WF-245-084-N.jpg","Cook"
"584","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-AF-213-126-N.jpg","Professor"
"551","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-BM-252-161-N.jpg","Nurse"
"342","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-BM-252-161-N.jpg","Nurse"
"430","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-AM-241-287-N.jpg","Cook"
"458","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"538","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","0","CFD-BF-251-211-N.jpg","Cook"
"569","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-BM-230-232-N.jpg","Cook"
"219","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","3600","CFD-WF-246-087-N.jpg","Professor"
"521","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-BF-224-002-N.jpg","Nurse"
"393","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-AF-238-185-N.jpg","Cook"
"561","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","3600","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"298","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-BF-224-002-N.jpg","Nurse"
"556","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","0","CFD-BM-252-161-N.jpg","Nurse"
"89","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","30","CFD-BF-224-002-N.jpg","Nurse"
"395","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-AF-238-185-N.jpg","Cook"
"493","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","0","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"345","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","3600","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"108","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-BF-251-211-N.jpg","Cook"
"121","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-BM-252-161-N.jpg","Nurse"
"344","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","30","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"598","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"390","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","3600","CFD-AF-238-185-N.jpg","Cook"
"62","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","30","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"586","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-AF-223-183-N.jpg","Nurse"
"243","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"495","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"608","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-AF-238-185-N.jpg","Cook"
"69","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-WM-248-036-N.jpg","Cook"
"509","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-BF-202-109-N.jpg","Professor"
"481","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-WM-204-031-N.jpg","Nurse"
"198","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-AM-239-147-N.jpg","Nurse"
"625","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-AM-239-147-N.jpg","Nurse"
"606","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","3600","CFD-AF-238-185-N.jpg","Cook"
"548","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-BM-033-003-N.jpg","Professor"
"629","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-AM-239-147-N.jpg","Nurse"
"280","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-WM-248-036-N.jpg","Cook"
"562","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","0","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"633","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","3600","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"397","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","0","CFD-AM-219-101-N.jpg","Professor"
"33","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-WF-245-084-N.jpg","Cook"
"287","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-WM-248-036-N.jpg","Cook"
"409","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-AM-239-147-N.jpg","Nurse"
"566","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"358","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-BM-230-232-N.jpg","Cook"
"470","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-WM-258-125-N.jpg","Professor"
"640","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-AM-241-287-N.jpg","Cook"
"134","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","30","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"196","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","0","CFD-AM-239-147-N.jpg","Nurse"
"155","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-AF-223-183-N.jpg","Nurse"
"504","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-WM-248-036-N.jpg","Cook"
"70","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","0","CFD-WM-248-036-N.jpg","Cook"
"246","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","3600","CFD-WF-245-084-N.jpg","Cook"
"92","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"9","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-WF-246-087-N.jpg","Professor"
"476","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-WM-258-125-N.jpg","Professor"
"326","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","30","CFD-BM-033-003-N.jpg","Professor"
"386","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"594","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-AF-223-183-N.jpg","Nurse"
"140","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","30","CFD-BM-230-232-N.jpg","Cook"
"10","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-WF-221-005-N.jpg","Nurse"
"579","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","3600","CFD-AF-213-126-N.jpg","Professor"
"74","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-BF-202-109-N.jpg","Professor"
"17","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","30","CFD-WF-221-005-N.jpg","Nurse"
"333","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-BM-033-003-N.jpg","Professor"
"165","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"369","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-AF-213-126-N.jpg","Professor"
"432","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-AM-241-287-N.jpg","Cook"
"14","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","30","CFD-WF-221-005-N.jpg","Nurse"
"301","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-BF-224-002-N.jpg","Nurse"
"261","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-WM-258-125-N.jpg","Professor"
"434","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-WF-246-087-N.jpg","Professor"
"12","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-WF-221-005-N.jpg","Nurse"
"420","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"146","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-AF-213-126-N.jpg","Professor"
"4","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-WF-246-087-N.jpg","Professor"
"22","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"518","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","57","30","CFD-BF-224-002-N.jpg","Nurse"
"24","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"372","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","3600","CFD-AF-223-183-N.jpg","Nurse"
"585","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-AF-213-126-N.jpg","Professor"
"204","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"460","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","0","CFD-WF-245-084-N.jpg","Cook"
"67","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-WM-248-036-N.jpg","Cook"
"251","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-WF-245-084-N.jpg","Cook"
"602","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"104","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","30","CFD-BF-251-211-N.jpg","Cook"
"189","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-AM-219-101-N.jpg","Professor"
"362","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","30","CFD-AF-213-126-N.jpg","Professor"
"132","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","3600","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"341","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","30","CFD-BM-252-161-N.jpg","Nurse"
"66","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-WM-248-036-N.jpg","Cook"
"94","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"167","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","30","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"45","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-WM-258-125-N.jpg","Professor"
"211","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","0","CFD-AM-241-287-N.jpg","Cook"
"560","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","0","30","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"277","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"339","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-BM-252-161-N.jpg","Nurse"
"285","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-WM-248-036-N.jpg","Cook"
"299","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","30","CFD-BF-224-002-N.jpg","Nurse"
"2","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-WF-246-087-N.jpg","Professor"
"418","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"205","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","0","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"428","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-AM-241-287-N.jpg","Cook"
"20","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-WF-237-067-N.jpg","Social Media Health Influencer"
"401","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-AM-219-101-N.jpg","Professor"
"423","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"475","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","0","CFD-WM-258-125-N.jpg","Professor"
"222","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-WF-246-087-N.jpg","Professor"
"99","Yoghurt helps you build resistance to common diseases, because it contains probiotics","5700","3600","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"201","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"297","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-BF-202-109-N.jpg","Professor"
"131","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","30","CFD-BM-222-173-N.jpg","Social Media Health Influencer"
"364","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-AF-213-126-N.jpg","Professor"
"220","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","0","CFD-WF-246-087-N.jpg","Professor"
"225","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","3600","CFD-WF-246-087-N.jpg","Professor"
"513","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","3600","CFD-BF-202-109-N.jpg","Professor"
"647","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-AM-241-287-N.jpg","Cook"
"163","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"208","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","0","CFD-AM-241-287-N.jpg","Cook"
"485","Yoghurt helps reduce food intake without feeling hungry, because it contains added fibres","5700","30","CFD-WM-204-031-N.jpg","Nurse"
"293","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-BF-202-109-N.jpg","Professor"
"183","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-AM-219-101-N.jpg","Professor"
"330","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","3600","CFD-BM-033-003-N.jpg","Professor"
"101","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","30","CFD-BF-251-211-N.jpg","Cook"
"327","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","3600","CFD-BM-033-003-N.jpg","Professor"
"203","Yoghurt helps you build resistance to common diseases, because it contains probiotics","57","30","CFD-AM-247-165-N.jpg","Social Media Health Influencer"
"275","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","57","30","CFD-WM-221-091-N.jpg","Social Media Health Influencer"
"385","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","5700","0","CFD-AF-236-145-N.jpg","Social Media Health Influencer"
"93","Yoghurt helps you build resistance to common diseases, because it contains probiotics","0","3600","CFD-BF-228-212-N.jpg","Social Media Health Influencer"
"300","Yoghurt keeps you active and going for longer, because it contains slow-release carbohydrates","0","3600","CFD-BF-224-002-N.jpg","Nurse"
